,epoch,batch_no,reg_loss,class_loss,global_batch
104,1,470,0.21116903424263,0.1434357911348343,104
105,1,480,0.17992858588695526,0.8963073492050171,105
106,1,490,0.18895624577999115,0.45519062876701355,106
107,1,500,0.3493165373802185,0.09583300352096558,107
108,1,510,0.2556506395339966,0.23845188319683075,108
109,1,520,0.10899963974952698,0.07239796966314316,109
110,1,530,0.15810132026672363,0.2460826337337494,110
111,1,540,0.3060271441936493,0.10606076568365097,111
112,1,550,0.142735093832016,0.3881511092185974,112
113,1,560,0.4382539391517639,0.07537795603275299,113
114,2,1,0.19555330276489258,0.8799183368682861,114
115,2,10,0.17307636141777039,0.08157528191804886,115
116,2,20,0.19652900099754333,0.16174596548080444,116
117,2,30,0.07292716205120087,0.24255746603012085,117
118,2,40,0.15911424160003662,0.14196442067623138,118
119,2,50,0.05881282314658165,0.03479587659239769,119
120,2,60,0.12461621314287186,0.0258660726249218,120
121,2,70,0.2201315015554428,0.03809820115566254,121
122,2,80,0.25480616092681885,0.08021603524684906,122
123,2,90,0.053478460758924484,0.041402120143175125,123
124,2,100,0.2515413463115692,0.46531376242637634,124
125,2,110,0.2927737236022949,0.035225365310907364,125
126,2,120,0.19171005487442017,0.0687226876616478,126
127,2,130,0.22694119811058044,0.07198312878608704,127
128,2,140,0.11389949172735214,0.09251488000154495,128
129,2,150,0.2599208950996399,0.48287713527679443,129
130,2,160,0.105902761220932,0.0816720500588417,130
131,2,170,0.0950998067855835,0.031186934560537338,131
132,2,180,0.5200946927070618,0.017510129138827324,132
133,2,190,0.16254720091819763,0.47907936573028564,133
134,2,200,0.25048789381980896,0.0337679348886013,134
135,2,210,0.19715836644172668,0.050807446241378784,135
136,2,220,0.27214282751083374,0.5916857123374939,136
137,2,230,0.2769850194454193,0.16622604429721832,137
138,2,240,0.12333272397518158,0.09799902886152267,138
139,2,250,0.1219797134399414,0.017102239653468132,139
140,2,260,0.12342232465744019,0.10724963247776031,140
141,2,270,0.15659159421920776,0.3886048197746277,141
142,2,280,0.25816506147384644,0.3068903982639313,142
143,2,290,0.0639781579375267,0.049822721630334854,143
144,2,300,0.19662824273109436,0.12224364280700684,144
145,2,310,0.21907417476177216,0.7785070538520813,145
146,2,320,0.4486280679702759,0.3963901698589325,146
147,2,330,0.2483891248703003,0.24836158752441406,147
148,2,340,0.09713330119848251,0.16517823934555054,148
149,2,350,0.16371513903141022,0.035319600254297256,149
150,2,360,0.23837658762931824,0.024984711781144142,150
151,2,370,0.2436227798461914,0.0813140720129013,151
152,2,380,0.044101618230342865,0.03935374319553375,152
153,2,390,0.19700956344604492,0.02585628256201744,153
154,2,400,0.26641151309013367,0.10938149690628052,154
155,2,410,0.10060946643352509,0.014683596789836884,155
156,2,420,0.16561535000801086,0.02668459340929985,156
157,2,430,0.10406377911567688,0.05297473445534706,157
158,2,440,0.17779985070228577,0.12421315163373947,158
159,2,450,0.1462285965681076,0.3718068599700928,159
160,2,460,0.1566304713487625,0.4361245334148407,160
161,2,470,0.06766989082098007,0.06340107321739197,161
162,2,480,0.12010989338159561,0.11963734775781631,162
163,2,490,0.22913436591625214,0.5555776357650757,163
164,2,500,0.34615299105644226,0.05101597309112549,164
165,2,510,0.1960536241531372,0.1168045848608017,165
166,2,520,0.1471729874610901,0.009913627989590168,166
167,2,530,0.10577774792909622,0.4801344573497772,167
168,2,540,0.38536325097084045,0.1496051549911499,168
169,2,550,0.16023418307304382,0.5764859914779663,169
170,2,560,0.3629167377948761,0.04030622914433479,170
